source_row_index,sentence,emotion,cleaned_text
4587,I just got a surprise call from my mom.,surprise,i just got a surprise call from my mom.
9673,Feeling left out of everything happening around me sucks.,sadness,feeling left out of everything happening around me sucks.
15885,Every moment with you is special somehow.,love,every moment with you is special somehow.
3413,"I'm literally shaking with rage right now, ugh!",anger,"i'm literally shaking with rage right now, ugh!"
8344,My life is better with you by my side always.,love,my life is better with you by my side always.
5445,"Today just feels like one of those days, you know?",sadness,"today just feels like one of those days, you know?"
2414,"Ugh, I'm so annoyed with this situation right now.",anger,"ugh, i'm so annoyed with this situation right now."
13356,"That's actually kind of awesome, I have to admit.",surprise,"that's actually kind of awesome, i have to admit."
13111,I feel like punching something right now honestly.,anger,i feel like punching something right now honestly.
69,"Today's been really amazing so far, everything's falling into place.",happiness,"today's been really amazing so far, everything's falling into place."
823,I have a major crush on someone right now.,love,i have a major crush on someone right now.
12927,I'm a bit nervous about my interview today.,fear,i'm a bit nervous about my interview today.
9815,Public speaking still makes me super nervous somehow,fear,public speaking still makes me super nervous somehow
12556,I'm not looking forward to that dentist appointment today.,fear,i'm not looking forward to that dentist appointment today.
3161,Today feels like it's dragging on forever somehow.,sadness,today feels like it's dragging on forever somehow.
18591,Can't believe my neighbor's dog is barking again loudly.,anger,can't believe my neighbor's dog is barking again loudly.
6374,Witnessing pure joy was utterly contagious last night somehow.,happiness,witnessing pure joy was utterly contagious last night somehow.
4945,My computer is being super slow and annoying me.,anger,my computer is being super slow and annoying me.
12022,I'm actually really enjoying this movie so far.,surprise,i'm actually really enjoying this movie so far.
5961,I'm fed up with waiting for this delivery still.,anger,i'm fed up with waiting for this delivery still.
13276,I feel completely overwhelmed with fear today.,fear,i feel completely overwhelmed with fear today.
10231,My morning started off way more interesting.,surprise,my morning started off way more interesting.
15829,Everything is going rather smoothly for a change.,happiness,everything is going rather smoothly for a change.
19383,"I don't know, something feels off and it's scaring me.",fear,"i don't know, something feels off and it's scaring me."
3012,I'm literally seething with anger right now.,anger,i'm literally seething with anger right now.
10105,My day has been rather enjoyable so far actually.,happiness,my day has been rather enjoyable so far actually.
12755,I didn't expect that to happen today haha,surprise,i didn't expect that to happen today haha
14393,This inconvenience is really ruining my plans today somehow.,anger,this inconvenience is really ruining my plans today somehow.
2558,I feel like I've lost my motivation somehow.,sadness,i feel like i've lost my motivation somehow.
5185,Just met someone who knows my childhood best friend.,surprise,just met someone who knows my childhood best friend.
16148,I'm so grateful for our little moments together daily,love,i'm so grateful for our little moments together daily
3873,"Just landed my dream job, feeling rather thrilled today.",happiness,"just landed my dream job, feeling rather thrilled today."
2365,I didn't expect that to happen today at all.,surprise,i didn't expect that to happen today at all.
4117,They're making my life better just by being in it,love,they're making my life better just by being in it
4146,This is really the best day of my life.,happiness,this is really the best day of my life.
5215,I feel uneasy about trying new foods when traveling.,fear,i feel uneasy about trying new foods when traveling.
15110,I'm starting to get really concerned about my finances lately.,fear,i'm starting to get really concerned about my finances lately.
7159,I appreciate how supportive and kind you are always,love,i appreciate how supportive and kind you are always
19909,Everything is rather going my way today somehow.,happiness,everything is rather going my way today somehow.
11352,Life is definitely looking up after this great news.,happiness,life is definitely looking up after this great news.
19655,My sister is actually coming home early tonight,surprise,my sister is actually coming home early tonight
18509,I feel like punching something right now!,anger,i feel like punching something right now!
11508,Feeling quite anxious after this morning's big presentation.,happiness,feeling quite anxious after this morning's big presentation.
2057,This thunderstorm is kinda freaking me out right now.,fear,this thunderstorm is kinda freaking me out right now.
9463,My best friend is moving away next week somehow.,surprise,my best friend is moving away next week somehow.
14176,Their wedding day was totally euphoric for everyone there.,happiness,their wedding day was totally euphoric for everyone there.
11319,My heart is racing thinking about public speaking tomorrow.,fear,my heart is racing thinking about public speaking tomorrow.
9732,It's hard to shake off this sadness inside me lately,sadness,it's hard to shake off this sadness inside me lately
12751,Now that just made me seriously angry suddenly,anger,now that just made me seriously angry suddenly
643,Everything's going very right for a change today.,happiness,everything's going very right for a change today.
13282,My heart skips a beat when I see you.,love,my heart skips a beat when i see you.
